"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"TestSuite","firstTestCase","getData","restrequest","UNKNOWN","","18-Mar-2021 18_42",
"TestSuite","firstTestCase","getDataScript","groovy","OK","","18-Mar-2021 18_42",
