"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"TestSuite 1","TestCase 1","getData","restrequest","UNKNOWN","","18-Mar-2021 21_52",
"TestSuite 1","TestCase 1","getDataScript","groovy","OK","","18-Mar-2021 21_52",
